Sr_No.,Reference_No_(URN),Journal_Date,Date_of_Purchase,Date_of_Expiry,Name_of_Purchaser,Prefix,Bond_Number,Denominations,Issue_Branch_Code,Issue_Teller,Status,Bond_number
2515,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6571,10000000,691,3300196,Paid,OC6571
2516,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6564,10000000,691,3300196,Paid,OC6564
2517,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6562,10000000,691,3300196,Paid,OC6562
2518,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6563,10000000,691,3300196,Paid,OC6563
2519,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6569,10000000,691,3300196,Paid,OC6569
2520,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6568,10000000,691,3300196,Paid,OC6568
2521,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6570,10000000,691,3300196,Paid,OC6570
2522,00691201905100000001424,5/10/2019 0:00,5/10/2019 0:00,5/24/2019 0:00,VEDANTA LIMITED,OC,6567,10000000,691,3300196,Paid,OC6567
2523,00001201907050000001457,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,ALMIGHTY FINANCE AND INVESTMENT P,TL,11393,1000000,1,5899230,Paid,TL11393
2524,00001201907050000001457,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,ALMIGHTY FINANCE AND INVESTMENT P,TL,11388,1000000,1,5899230,Paid,TL11388
2525,00001201907050000001456,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,G M HOLDINGS PVT LTD,TL,11451,1000000,1,5899230,Paid,TL11451
2526,00001201907050000001456,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,G M HOLDINGS PVT LTD,TL,11454,1000000,1,5899230,Paid,TL11454
2527,00001201907050000001456,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,G M HOLDINGS PVT LTD,TL,11452,1000000,1,5899230,Paid,TL11452
2528,00001201907050000001456,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,G M HOLDINGS PVT LTD,TL,11460,1000000,1,5899230,Paid,TL11460
2529,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,OC,6555,10000000,691,2039265,Paid,OC6555
2530,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,OC,6577,10000000,691,2039265,Paid,OC6577
2531,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,OC,6576,10000000,691,2039265,Paid,OC6576
2532,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,OC,6556,10000000,691,2039265,Paid,OC6556
2533,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,OC,6578,10000000,691,2039265,Paid,OC6578
2534,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,TL,12738,1000000,691,2039265,Paid,TL12738
2535,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,TL,12740,1000000,691,2039265,Paid,TL12740
2536,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,TL,12741,1000000,691,2039265,Paid,TL12741
2537,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,TL,12743,1000000,691,2039265,Paid,TL12743
2538,00691201907050000001458,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,OM METALS DEVELOPERS (P) LTD.,TL,12742,1000000,691,2039265,Paid,TL12742
2539,00001201907050000001455,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,SUNSHINE FINTRADE PVT LTD,TL,11391,1000000,1,5899230,Paid,TL11391
2540,00001201907050000001455,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,SUNSHINE FINTRADE PVT LTD,TL,11386,1000000,1,5899230,Paid,TL11386
2541,00001201907050000001455,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,SUNSHINE FINTRADE PVT LTD,TL,11389,1000000,1,5899230,Paid,TL11389
2542,00001201907050000001455,7/5/2019 0:00,7/5/2019 0:00,7/19/2019 0:00,SUNSHINE FINTRADE PVT LTD,TL,11387,1000000,1,5899230,Paid,TL11387
2543,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11399,1000000,1,5899230,Paid,TL11399
2544,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11395,1000000,1,5899230,Paid,TL11395
2545,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11400,1000000,1,5899230,Paid,TL11400
2546,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11396,1000000,1,5899230,Paid,TL11396
2547,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11394,1000000,1,5899230,Paid,TL11394
2548,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11453,1000000,1,5899230,Paid,TL11453
2549,00001201907060000001459,7/6/2019 0:00,7/6/2019 0:00,7/20/2019 0:00,FAIRPLAN VINTRADE PRIVATE LIMITED,TL,11397,1000000,1,5899230,Paid,TL11397
2550,00001201907080000001461,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,11398,1000000,1,5899230,Paid,TL11398
2551,00001201907080000001461,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,11461,1000000,1,5899230,Paid,TL11461
2552,00001201907080000001461,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,11462,1000000,1,5899230,Paid,TL11462
2553,00001201907080000001462,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,CHITRAKUT HOLDINGS LTD,OC,7911,10000000,1,5899230,Paid,OC7911
2554,00001201907080000001464,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,DAFFODIL GOODS PRIVATE LIMITED,TL,11465,1000000,1,5899230,Paid,TL11465
2555,00001201907080000001464,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,DAFFODIL GOODS PRIVATE LIMITED,TL,11463,1000000,1,5899230,Paid,TL11463
2556,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4746,10000000,41,5800420,Paid,OC4746
2557,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4738,10000000,41,5800420,Paid,OC4738
2558,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4742,10000000,41,5800420,Paid,OC4742
2559,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4720,10000000,41,5800420,Paid,OC4720
2560,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4734,10000000,41,5800420,Paid,OC4734
2561,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4744,10000000,41,5800420,Paid,OC4744
2562,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4740,10000000,41,5800420,Paid,OC4740
2563,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4726,10000000,41,5800420,Paid,OC4726
2564,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4728,10000000,41,5800420,Paid,OC4728
2565,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4730,10000000,41,5800420,Paid,OC4730
2566,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4736,10000000,41,5800420,Paid,OC4736
2567,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4722,10000000,41,5800420,Paid,OC4722
2568,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4732,10000000,41,5800420,Paid,OC4732
2569,00041201907080000001460,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,KAYPEE ENTERPRISES,OC,4724,10000000,41,5800420,Paid,OC4724
2570,00001201907080000001465,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,LILAC MERCHANDISE PRIVATE LIMITED,TL,11466,1000000,1,5899230,Paid,TL11466
2571,00001201907080000001465,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,LILAC MERCHANDISE PRIVATE LIMITED,TL,11464,1000000,1,5899230,Paid,TL11464
2572,00001201907080000001463,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,MAHAVIRA VINCOM PRIVATE LIMITED,TL,11467,1000000,1,5899230,Paid,TL11467
2573,00001201907080000001463,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,MAHAVIRA VINCOM PRIVATE LIMITED,TL,11470,1000000,1,5899230,Paid,TL11470
2574,00001201907080000001463,7/8/2019 0:00,7/8/2019 0:00,7/22/2019 0:00,MAHAVIRA VINCOM PRIVATE LIMITED,TL,11469,1000000,1,5899230,Paid,TL11469
2575,00300201907090000001472,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,ALLANA COLD STORAGE,OC,7651,10000000,300,4180496,Paid,OC7651
2576,00300201907090000001467,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,ALLANASONS PRIVATE L,OC,7655,10000000,300,4180496,Paid,OC7655
2577,00300201907090000001467,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,ALLANASONS PRIVATE L,OC,7653,10000000,300,4180496,Paid,OC7653
2578,00001201907090000001468,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,ALMIGHTY FINANCE AND INVESTMENT P,TL,11485,1000000,1,5899230,Paid,TL11485
2579,00001201907090000001470,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7914,10000000,1,5899230,Paid,OC7914
2580,00001201907090000001470,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7918,10000000,1,5899230,Paid,OC7918
2581,00001201907090000001470,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7912,10000000,1,5899230,Paid,OC7912
2582,00001201907090000001470,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7916,10000000,1,5899230,Paid,OC7916
2583,00300201907090000001471,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,FRIGORIFICO ALLANA P,OC,7659,10000000,300,4180496,Paid,OC7659
2584,00300201907090000001471,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,FRIGORIFICO ALLANA P,OC,7657,10000000,300,4180496,Paid,OC7657
2585,00001201907090000001469,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,NIRMALDEEP RESOURCES LTD,TL,11472,1000000,1,5899230,Paid,TL11472
2586,00001201907090000001469,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,NIRMALDEEP RESOURCES LTD,TL,11477,1000000,1,5899230,Paid,TL11477
2587,00001201907090000001469,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,NIRMALDEEP RESOURCES LTD,TL,11481,1000000,1,5899230,Paid,TL11481
2588,00001201907090000001469,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,NIRMALDEEP RESOURCES LTD,TL,11468,1000000,1,5899230,Paid,TL11468
2589,00300201907090000001466,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,TAQUITO LEASE OPERATORS PVT. LTD,OC,7652,10000000,300,4180496,Paid,OC7652
2590,00300201907090000001466,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,TAQUITO LEASE OPERATORS PVT. LTD,OC,7650,10000000,300,4180496,Paid,OC7650
2591,00300201907090000001466,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,TAQUITO LEASE OPERATORS PVT. LTD,OC,7648,10000000,300,4180496,Paid,OC7648
2592,00300201907090000001466,7/9/2019 0:00,7/9/2019 0:00,7/23/2019 0:00,TAQUITO LEASE OPERATORS PVT. LTD,OC,7654,10000000,300,4180496,Paid,OC7654
2593,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7662,10000000,300,4180496,Paid,OC7662
2594,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7658,10000000,300,4180496,Paid,OC7658
2595,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7656,10000000,300,4180496,Paid,OC7656
2596,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7664,10000000,300,4180496,Paid,OC7664
2597,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7668,10000000,300,4180496,Paid,OC7668
2598,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7660,10000000,300,4180496,Paid,OC7660
2599,00300201907100000001477,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CIPLA LTD,OC,7666,10000000,300,4180496,Paid,OC7666
2600,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,TL,11475,1000000,1,5899230,Paid,TL11475
2601,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,TL,11478,1000000,1,5899230,Paid,TL11478
2602,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1156,100000,1,5899230,Paid,OL1156
2603,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1160,100000,1,5899230,Paid,OL1160
2604,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1158,100000,1,5899230,Paid,OL1158
2605,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1154,100000,1,5899230,Paid,OL1154
2606,00001201907100000001473,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,CONFIDENT FINANCIAL CONSULTANCY PRI,OL,1162,100000,1,5899230,Paid,OL1162
2607,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,TL,11474,1000000,1,5899230,Paid,TL11474
2608,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1157,100000,1,5899230,Paid,OL1157
2609,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1159,100000,1,5899230,Paid,OL1159
2610,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1151,100000,1,5899230,Paid,OL1151
2611,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1147,100000,1,5899230,Paid,OL1147
2612,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1145,100000,1,5899230,Paid,OL1145
2613,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1153,100000,1,5899230,Paid,OL1153
2614,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1149,100000,1,5899230,Paid,OL1149
2615,00001201907100000001474,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,PERFECT INVESTMENT CONSULTANCY PRIV,OL,1155,100000,1,5899230,Paid,OL1155
2616,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,TL,11482,1000000,1,5899230,Paid,TL11482
2617,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,TL,11480,1000000,1,5899230,Paid,TL11480
2618,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1146,100000,1,5899230,Paid,OL1146
2619,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1148,100000,1,5899230,Paid,OL1148
2620,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1150,100000,1,5899230,Paid,OL1150
2621,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1152,100000,1,5899230,Paid,OL1152
2622,00001201907100000001475,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SIDHANT INVESTMENT ADVISORY PRIVATE,OL,1144,100000,1,5899230,Paid,OL1144
2623,00001201907100000001476,7/10/2019 0:00,7/10/2019 0:00,7/24/2019 0:00,SKP MERCHANTS LLP,OC,7923,10000000,1,5899230,Paid,OC7923
2624,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7941,10000000,1,5899230,Paid,OC7941
2625,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7932,10000000,1,5899230,Paid,OC7932
2626,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7928,10000000,1,5899230,Paid,OC7928
2627,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7939,10000000,1,5899230,Paid,OC7939
2628,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7949,10000000,1,5899230,Paid,OC7949
2629,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7926,10000000,1,5899230,Paid,OC7926
2630,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7927,10000000,1,5899230,Paid,OC7927
2631,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7931,10000000,1,5899230,Paid,OC7931
2632,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7933,10000000,1,5899230,Paid,OC7933
2633,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7944,10000000,1,5899230,Paid,OC7944
2634,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7936,10000000,1,5899230,Paid,OC7936
2635,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7943,10000000,1,5899230,Paid,OC7943
2636,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7937,10000000,1,5899230,Paid,OC7937
2637,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7938,10000000,1,5899230,Paid,OC7938
2638,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7945,10000000,1,5899230,Paid,OC7945
2639,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7934,10000000,1,5899230,Paid,OC7934
2640,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7948,10000000,1,5899230,Paid,OC7948
2641,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7947,10000000,1,5899230,Paid,OC7947
2642,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7942,10000000,1,5899230,Paid,OC7942
2643,00001201910010000001484,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,AVEES TRADING & FINANCE PVT LTD,OC,7929,10000000,1,5899230,Paid,OC7929
2644,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11488,1000000,1,5899230,Paid,TL11488
2645,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11486,1000000,1,5899230,Paid,TL11486
2646,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11483,1000000,1,5899230,Paid,TL11483
2647,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11479,1000000,1,5899230,Paid,TL11479
2648,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11471,1000000,1,5899230,Paid,TL11471
2649,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11490,1000000,1,5899230,Paid,TL11490
2650,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11487,1000000,1,5899230,Paid,TL11487
2651,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11476,1000000,1,5899230,Paid,TL11476
2652,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11484,1000000,1,5899230,Paid,TL11484
2653,00001201910010000001485,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,HALDIA ENERGY LIMITED,TL,11473,1000000,1,5899230,Paid,TL11473
2654,01355201910010000001482,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3887,10000000,1355,5137969,Paid,OC3887
2655,01355201910010000001482,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3878,10000000,1355,5137969,Paid,OC3878
2656,01355201910010000001487,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3895,10000000,1355,5137969,Paid,OC3895
2657,01355201910010000001487,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3893,10000000,1355,5137969,Paid,OC3893
2658,01355201910010000001487,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3897,10000000,1355,5137969,Paid,OC3897
2659,01355201910010000001487,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3891,10000000,1355,5137969,Paid,OC3891
2660,01355201910010000001487,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT  POWER  LIMITED,OC,3899,10000000,1355,5137969,Paid,OC3899
2661,01355201910010000001486,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT PHARMACEUTICALS LIMITED,OC,3886,10000000,1355,5137969,Paid,OC3886
2662,01355201910010000001486,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT PHARMACEUTICALS LIMITED,OC,3888,10000000,1355,5137969,Paid,OC3888
2663,01355201910010000001486,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT PHARMACEUTICALS LIMITED,OC,3880,10000000,1355,5137969,Paid,OC3880
2664,01355201910010000001486,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT PHARMACEUTICALS LIMITED,OC,3884,10000000,1355,5137969,Paid,OC3884
2665,01355201910010000001486,10/1/2019 0:00,10/1/2019 0:00,10/15/2019 0:00,TORRENT PHARMACEUTICALS LIMITED,OC,3882,10000000,1355,5137969,Paid,OC3882
2666,00001201910030000001489,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11489,1000000,1,5899230,Paid,TL11489
2667,00001201910030000001489,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11491,1000000,1,5899230,Paid,TL11491
2668,00001201910030000001489,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11493,1000000,1,5899230,Paid,TL11493
