Sr_No.,Reference_No_(URN),Journal_Date,Date_of_Purchase,Date_of_Expiry,Name_of_Purchaser,Prefix,Bond_Number,Denominations,Issue_Branch_Code,Issue_Teller,Status,Bond_number
14193,00628202307100000003137,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,OC,532,10000000,628,5809436,Paid,OC532
14194,00628202307100000003137,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,UNIPRO TECHNO INFRASTRUCTURE PVT LTD,OC,530,10000000,628,5809436,Paid,OC530
14195,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23835,100000,847,7445512,Paid,OL23835
14196,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23821,100000,847,7445512,Paid,OL23821
14197,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23815,100000,847,7445512,Paid,OL23815
14198,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23825,100000,847,7445512,Paid,OL23825
14199,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23829,100000,847,7445512,Paid,OL23829
14200,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23833,100000,847,7445512,Paid,OL23833
14201,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23803,100000,847,7445512,Paid,OL23803
14202,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23831,100000,847,7445512,Paid,OL23831
14203,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23849,100000,847,7445512,Paid,OL23849
14204,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23827,100000,847,7445512,Paid,OL23827
14205,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23839,100000,847,7445512,Paid,OL23839
14206,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23823,100000,847,7445512,Paid,OL23823
14207,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23797,100000,847,7445512,Paid,OL23797
14208,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23845,100000,847,7445512,Paid,OL23845
14209,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23799,100000,847,7445512,Paid,OL23799
14210,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23801,100000,847,7445512,Paid,OL23801
14211,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23819,100000,847,7445512,Paid,OL23819
14212,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23837,100000,847,7445512,Paid,OL23837
14213,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23817,100000,847,7445512,Paid,OL23817
14214,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23841,100000,847,7445512,Paid,OL23841
14215,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23813,100000,847,7445512,Paid,OL23813
14216,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23847,100000,847,7445512,Paid,OL23847
14217,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23843,100000,847,7445512,Paid,OL23843
14218,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23795,100000,847,7445512,Paid,OL23795
14219,00847202307100000003118,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,V BALAVEERIAH SONS,OL,23811,100000,847,7445512,Paid,OL23811
14220,00847202307100000003110,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VERTEX VEGA DEVELOPERS LLP,OC,14642,10000000,847,7445512,Paid,OC14642
14221,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,TL,14068,1000000,691,8212066,Paid,TL14068
14222,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,TL,14072,1000000,691,8212066,Paid,TL14072
14223,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,TL,14066,1000000,691,8212066,Paid,TL14066
14224,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,TL,14070,1000000,691,8212066,Paid,TL14070
14225,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28783,100000,691,8212066,Paid,OL28783
14226,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28785,100000,691,8212066,Paid,OL28785
14227,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28779,100000,691,8212066,Paid,OL28779
14228,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28787,100000,691,8212066,Paid,OL28787
14229,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28781,100000,691,8212066,Paid,OL28781
14230,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28789,100000,691,8212066,Paid,OL28789
14231,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28793,100000,691,8212066,Paid,OL28793
14232,00691202307100000003130,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIDITVA CONSTRUCTIONS,OL,28791,100000,691,8212066,Paid,OL28791
14233,00001202307100000003123,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIKAS PARASRAMPURIA,TL,15236,1000000,1,5898161,Paid,TL15236
14234,00001202307100000003123,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIKAS PARASRAMPURIA,TL,15230,1000000,1,5898161,Paid,TL15230
14235,00001202307100000003123,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIKAS PARASRAMPURIA,TL,15234,1000000,1,5898161,Paid,TL15234
14236,00001202307100000003123,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIKAS PARASRAMPURIA,TL,15228,1000000,1,5898161,Paid,TL15228
14237,00001202307100000003123,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIKAS PARASRAMPURIA,TL,15232,1000000,1,5898161,Paid,TL15232
14238,00300202307100000003135,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,VIPUL CHAMPAKLAL SHAH,OC,14992,10000000,300,7905165,Paid,OC14992
14239,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13197,10000000,1355,1023671,Paid,OC13197
14240,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13193,10000000,1355,1023671,Paid,OC13193
14241,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13187,10000000,1355,1023671,Paid,OC13187
14242,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13199,10000000,1355,1023671,Paid,OC13199
14243,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13181,10000000,1355,1023671,Paid,OC13181
14244,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13195,10000000,1355,1023671,Paid,OC13195
14245,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13183,10000000,1355,1023671,Paid,OC13183
14246,01355202307100000003113,7/10/2023 0:00,7/10/2023 0:00,7/24/2023 0:00,ZYDUS HEALTHCARE LIMITED,OC,13189,10000000,1355,1023671,Paid,OC13189
14247,00300202307110000003158,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,ASHOKA  MUDHOL NIPANI ROADS LIMITED,OC,14997,10000000,300,7905165,Paid,OC14997
14248,00300202307110000003158,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,ASHOKA  MUDHOL NIPANI ROADS LIMITED,OC,14995,10000000,300,7905165,Paid,OC14995
14249,00300202307110000003158,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,ASHOKA  MUDHOL NIPANI ROADS LIMITED,OC,15003,10000000,300,7905165,Paid,OC15003
14250,00300202307110000003158,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,ASHOKA  MUDHOL NIPANI ROADS LIMITED,OC,15001,10000000,300,7905165,Paid,OC15001
14251,00300202307110000003158,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,ASHOKA  MUDHOL NIPANI ROADS LIMITED,OC,14999,10000000,300,7905165,Paid,OC14999
14252,00847202307110000003174,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BSCPL INFRASTRUCTURE LIMITED,OC,14684,10000000,847,8233225,Paid,OC14684
14253,00847202307110000003171,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BUILDOX DEVELOPERS LLP,TL,7385,1000000,847,8233225,Paid,TL7385
14254,00847202307110000003171,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BUILDOX DEVELOPERS LLP,TL,7391,1000000,847,8233225,Paid,TL7391
14255,00847202307110000003171,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BUILDOX DEVELOPERS LLP,TL,7383,1000000,847,8233225,Paid,TL7383
14256,00847202307110000003171,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BUILDOX DEVELOPERS LLP,TL,7387,1000000,847,8233225,Paid,TL7387
14257,00847202307110000003171,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BUILDOX DEVELOPERS LLP,TL,7381,1000000,847,8233225,Paid,TL7381
14258,00847202307110000003171,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,BUILDOX DEVELOPERS LLP,TL,7389,1000000,847,8233225,Paid,TL7389
14259,00847202307110000003154,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,GURRAM MOUNIKA,TL,7363,1000000,847,8233225,Paid,TL7363
14260,00847202307110000003154,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,GURRAM MOUNIKA,TL,7365,1000000,847,8233225,Paid,TL7365
14261,00847202307110000003153,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,GURRAM RAVI,TL,7369,1000000,847,8233225,Paid,TL7369
14262,00847202307110000003153,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,GURRAM RAVI,TL,7367,1000000,847,8233225,Paid,TL7367
14263,00001202307110000003164,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HERALD BEVERAGES PRIVATE LIMITED,OC,12839,10000000,1,5898161,Paid,OC12839
14264,00001202307110000003164,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HERALD BEVERAGES PRIVATE LIMITED,OC,12841,10000000,1,5898161,Paid,OC12841
14265,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14668,10000000,847,8233225,Paid,OC14668
14266,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14672,10000000,847,8233225,Paid,OC14672
14267,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14666,10000000,847,8233225,Paid,OC14666
14268,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14674,10000000,847,8233225,Paid,OC14674
14269,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14662,10000000,847,8233225,Paid,OC14662
14270,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14670,10000000,847,8233225,Paid,OC14670
14271,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14664,10000000,847,8233225,Paid,OC14664
14272,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14682,10000000,847,8233225,Paid,OC14682
14273,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14658,10000000,847,8233225,Paid,OC14658
14274,00847202307110000003172,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HETERO DRUGS LIMITED,OC,14660,10000000,847,8233225,Paid,OC14660
14275,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14680,10000000,847,8233225,Paid,OC14680
14276,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14676,10000000,847,8233225,Paid,OC14676
14277,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14720,10000000,847,8233225,Paid,OC14720
14278,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14722,10000000,847,8233225,Paid,OC14722
14279,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14714,10000000,847,8233225,Paid,OC14714
14280,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14718,10000000,847,8233225,Paid,OC14718
14281,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14716,10000000,847,8233225,Paid,OC14716
14282,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14724,10000000,847,8233225,Paid,OC14724
14283,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14678,10000000,847,8233225,Paid,OC14678
14284,00847202307110000003170,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,HONOUR LAB LTD,OC,14712,10000000,847,8233225,Paid,OC14712
14285,00691202307110000003144,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,INDIA EXPOSITION MART LTD,TL,14071,1000000,691,8212066,Paid,TL14071
14286,00001202307110000003147,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MAHABIR BANKA,TL,15237,1000000,1,5898161,Paid,TL15237
14287,00001202307110000003147,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MAHABIR BANKA,TL,15245,1000000,1,5898161,Paid,TL15245
14288,00001202307110000003147,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MAHABIR BANKA,TL,15239,1000000,1,5898161,Paid,TL15239
14289,00001202307110000003147,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MAHABIR BANKA,TL,15241,1000000,1,5898161,Paid,TL15241
14290,00001202307110000003147,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MAHABIR BANKA,TL,15243,1000000,1,5898161,Paid,TL15243
14291,00847202307110000003166,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MANITHEJ ENTERPRISES,TL,7379,1000000,847,8233225,Paid,TL7379
14292,00001202307110000003151,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MONALISA BOTTLING INDUSTRIES PVT LTD,OC,12832,10000000,1,5898161,Paid,OC12832
14293,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,TL,2666,1000000,952,8487561,Paid,TL2666
14294,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,TL,2652,1000000,952,8487561,Paid,TL2652
14295,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,TL,2671,1000000,952,8487561,Paid,TL2671
14296,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,TL,2605,1000000,952,8487561,Paid,TL2605
14297,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,OL,11005,100000,952,8487561,Paid,OL11005
14298,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,OL,11057,100000,952,8487561,Paid,OL11057
14299,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,OL,11029,100000,952,8487561,Paid,OL11029
14300,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,OL,11002,100000,952,8487561,Paid,OL11002
14301,00952202307110000003167,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,MUPPANA VENKATA RAO,OL,11038,100000,952,8487561,Paid,OL11038
14302,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,TL,7375,1000000,847,8233225,Paid,TL7375
14303,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,TL,7377,1000000,847,8233225,Paid,TL7377
14304,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,OL,23800,100000,847,8233225,Paid,OL23800
14305,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,OL,23798,100000,847,8233225,Paid,OL23798
14306,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,OL,23818,100000,847,8233225,Paid,OL23818
14307,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,OL,23816,100000,847,8233225,Paid,OL23816
14308,00847202307110000003159,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA AGRI SCIENCES LLP,OL,23796,100000,847,8233225,Paid,OL23796
14309,00847202307110000003149,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA CROP CARE PVT LTD,TL,7357,1000000,847,8233225,Paid,TL7357
14310,00847202307110000003149,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA CROP CARE PVT LTD,TL,7361,1000000,847,8233225,Paid,TL7361
14311,00847202307110000003149,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA CROP CARE PVT LTD,TL,7355,1000000,847,8233225,Paid,TL7355
14312,00847202307110000003149,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA CROP CARE PVT LTD,TL,7353,1000000,847,8233225,Paid,TL7353
14313,00847202307110000003149,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PASURA CROP CARE PVT LTD,TL,7359,1000000,847,8233225,Paid,TL7359
14314,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,TL,7373,1000000,847,8233225,Paid,TL7373
14315,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,TL,7371,1000000,847,8233225,Paid,TL7371
14316,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,OL,23822,100000,847,8233225,Paid,OL23822
14317,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,OL,23828,100000,847,8233225,Paid,OL23828
14318,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,OL,23826,100000,847,8233225,Paid,OL23826
14319,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,OL,23820,100000,847,8233225,Paid,OL23820
14320,00847202307110000003160,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,PRIMUSGLOBALTECHNOLOGIESPVTLTD,OL,23824,100000,847,8233225,Paid,OL23824
14321,01355202307110000003162,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RANJIT BUILDCON LIMITED,OC,13185,10000000,1355,1023671,Paid,OC13185
14322,01355202307110000003162,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RANJIT BUILDCON LIMITED,OC,13179,10000000,1355,1023671,Paid,OC13179
14323,01355202307110000003161,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RANJIT PROJECTS PRIVATE LIMITED,OC,13198,10000000,1355,1023671,Paid,OC13198
14324,01355202307110000003163,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RANJIT TOLL ROAD PRIVATE LIMITED,OC,13196,10000000,1355,1023671,Paid,OC13196
14325,01355202307110000003163,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RANJIT TOLL ROAD PRIVATE LIMITED,OC,13191,10000000,1355,1023671,Paid,OC13191
14326,00001202307110000003148,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RAUNAK GUPTA,TL,15242,1000000,1,5898161,Paid,TL15242
14327,00001202307110000003148,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RAUNAK GUPTA,TL,15238,1000000,1,5898161,Paid,TL15238
14328,00001202307110000003148,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RAUNAK GUPTA,TL,15244,1000000,1,5898161,Paid,TL15244
14329,00001202307110000003148,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RAUNAK GUPTA,TL,15240,1000000,1,5898161,Paid,TL15240
14330,00001202307110000003148,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RAUNAK GUPTA,TL,15246,1000000,1,5898161,Paid,TL15246
14331,00001202307110000003155,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RPSG VENTURES LIMITED,OC,12836,10000000,1,5898161,Paid,OC12836
14332,00001202307110000003155,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RPSG VENTURES LIMITED,OC,12838,10000000,1,5898161,Paid,OC12838
14333,00001202307110000003155,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,RPSG VENTURES LIMITED,OC,12834,10000000,1,5898161,Paid,OC12834
14334,00001202307110000003146,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SANDEEP AUTO LINES,OC,12828,10000000,1,5898161,Paid,OC12828
14335,00001202307110000003146,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SANDEEP AUTO LINES,OC,12830,10000000,1,5898161,Paid,OC12830
14336,00300202307110000003173,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SATEC ENVIR ENGINEERING (I) PVT LTD,OC,14993,10000000,300,7905165,Paid,OC14993
14337,00300202307110000003173,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SATEC ENVIR ENGINEERING (I) PVT LTD,TL,15366,1000000,300,7905165,Paid,TL15366
14338,00300202307110000003173,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SATEC ENVIR ENGINEERING (I) PVT LTD,TL,15364,1000000,300,7905165,Paid,TL15364
14339,00300202307110000003173,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SATEC ENVIR ENGINEERING (I) PVT LTD,TL,15362,1000000,300,7905165,Paid,TL15362
14340,00300202307110000003173,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SATEC ENVIR ENGINEERING (I) PVT LTD,TL,15360,1000000,300,7905165,Paid,TL15360
14341,00300202307110000003173,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,SATEC ENVIR ENGINEERING (I) PVT LTD,TL,15358,1000000,300,7905165,Paid,TL15358
14342,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12850,10000000,1,5898161,Paid,OC12850
14343,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12846,10000000,1,5898161,Paid,OC12846
14344,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12842,10000000,1,5898161,Paid,OC12842
14345,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12848,10000000,1,5898161,Paid,OC12848
14346,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12844,10000000,1,5898161,Paid,OC12844
14347,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12840,10000000,1,5898161,Paid,OC12840
14348,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,OC,12852,10000000,1,5898161,Paid,OC12852
14349,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,TL,15253,1000000,1,5898161,Paid,TL15253
14350,00001202307110000003165,7/11/2023 0:00,7/11/2023 0:00,7/25/2023 0:00,THE PUNJAB BUSINESS SUPPLY COMPANY,TL,15259,1000000,1,5898161,Paid,TL15259
